pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y
401.425465,354.113473,261.496002,385.850572,275.771367,445.890743,158.04,491,274.53,485.99,NaN,NaN,284.04,493.01,34.08,496.03
400.851576,353.855115,261.727202,385.718084,279.78841,446.198131,161.52,490.51,278.03,486.01,NaN,NaN,287.54,492.02,35.08,496.01
400.023635,353.62295,261.764801,386.380523,284.10894,446.222908,162.03,491,282.03,486.5,NaN,NaN,291.05,492,38.09,496.02
398.576722,352.868644,261.8992,388.36784,288.992666,446.789516,162.02,490.98,286.51,487,NaN,NaN,293.54,493.51,42.02,495.02
396.152773,352.12295,261.8992,391.415059,292.86522,447.732421,170.01,490.01,289.52,487.51,NaN,NaN,298.53,493.52,46.03,494
395.20586,351.690833,262.264801,393.932327,295.808539,448.857234,175.49,490,292.01,488.5,NaN,NaN,304.04,494.52,49.52,493
394.827095,350.758715,262.705598,396.979546,298.987324,450.482047,181,489.99,294.52,489.5,NaN,NaN,310,496.07,53.02,491.5
394.016477,350.445138,263.511995,400.159253,301.320268,452.066809,184.51,490.01,296.53,490.49,NaN,NaN,313.48,497.35,57.02,491.02
393.34,350.02,264.272274,403.803078,303.439457,452.959505,189.01,491.51,298.51,492.01,NaN,NaN,317.81,499.05,60.51,491.02
391.35,349.97,265.573286,408.246316,306.354436,455.615334,194,494,300.51,493.98,NaN,NaN,323.46,501.86,66.49,491.51
385.751789,349.767327,267.406723,413.168387,309.622614,458.22664,199.51,496.53,302.51,496.01,NaN,NaN,329.45,505.33,70.48,493.49
380.895989,351.004409,269.895694,417.326068,314.626985,461.601078,202.99,500.01,306.49,499.02,NaN,NaN,333.33,507.94,75.98,496.02
380.449076,351.436527,273.501155,420.592302,318.955588,464.796701,209.02,503.52,311,502,NaN,NaN,338.92,511.62,81.877256,500.772085
379.934015,350.817985,278.099027,423.916112,324.182323,466.906694,212.01,506.5,315.98,504,NaN,NaN,343.83,514.44,86.704401,504.295444
379.244632,350.445138,282.237111,426.031264,329.04696,468.82487,218.01,507,321.51,506.49,NaN,NaN,348.89,516.28,91.352763,506.40946
379.23,350.01,287.754557,428.297498,335.635794,470.743045,222.52,508.99,327.49,508.49,NaN,NaN,353.41,517.6,96.179908,506.761796
379.52,349.99,294.651365,431.016979,341.919213,472.818498,227.52,509.5,334.02,510.49,NaN,NaN,357.99,519.37,101.722186,506.40946
379.49,349.97,300.935123,432.678884,348.600636,473.454841,232.5,511,340.5,512,NaN,NaN,363.07,521.05,107.443247,506.057124
379.01,349.98,307.831931,434.189706,353.475183,473.681964,239.51,512,345.5,513,NaN,NaN,368.7,523.58,113.700657,505.704788
378.99,349.98,314.575476,435.398365,357.596234,473.987924,246,512.01,350.01,513.5,NaN,NaN,374.03,525.02,119.779284,504.823948
379,350.01,321.205972,436.409187,361.510367,474.395872,252.51,512.5,355.02,514.49,NaN,NaN,381.05,526.01,125.51,503.51
379.01,349.97,328.884492,437.453171,365.910548,475.467125,259.02,512.5,359.5,515.5,NaN,NaN,385.03,527,131.51,503.51
378.5,349.96,336.995032,438.697571,369.605588,476.272039,265.5,512.98,363.5,516.49,NaN,NaN,391.52,528.02,137.03,502.97
377.45,349.48,344.368249,440.069772,373.892363,476.973267,272.01,513.99,368.03,517.49,NaN,NaN,397.03,528.48,144.093792,503.590773
376.92,348.92,351.606404,441.283436,380.091177,477.703013,277.01,514.98,373.52,518.49,NaN,NaN,401.53,528.49,151.03,504.94
376.9,347.97,358.515528,442.462235,385.914758,477.937357,284,517.01,380.02,519.48,NaN,NaN,408.01,529.5,155.68,506.99
376.28,346.97,362.767297,442.724191,392.422748,478.030033,291.01,517.99,388,519.99,NaN,NaN,412.02,529.5,161.45,509.57
374.93,346.84,367.550537,442.986147,398.920688,478.362949,296,517.99,395.01,520.49,NaN,NaN,419.03,529,166.87,512.27
373.735119,347.817356,371.005099,442.331258,405.556169,478.499555,301.51,519,402,520.49,NaN,NaN,425.54,529,172.48,512.52
366.67723,351.190833,373.375234,441.780624,409.734064,478.620686,304.53,520,407.01,520.98,NaN,NaN,433.52,529.49,177.55,513.01
365.472787,351.62295,375.229808,440.780624,413.394932,478.493524,308.03,519.47,411.01,521,NaN,NaN,435.03,529.98,179.58,512.99
364.662169,352.12295,377.357122,439.628275,416.258881,478.359085,310.05,518.46,415.04,521.48,NaN,NaN,435.06,529.47,180.05,511.93
363.957726,352.12295,377.666218,439.518877,417.122666,478.321331,310.03,517.46,415,521.49,NaN,NaN,435.03,528.99,180.53,509.9
363.010812,351.690833,377.857122,439.366527,417.395587,478.359085,309.51,515.94,414.99,521.5,NaN,NaN,435,529.01,181.01,507.89
361.632047,351.190833,378.196722,438.953408,417.304722,478.224647,309.99,515.49,415,522.01,NaN,NaN,435,530.01,180.97,506.9
360.616986,350.631562,377.429674,439.583522,417.441265,478.859085,309.49,514.99,414.98,522.02,NaN,NaN,434.99,529.52,181,505.44
360.238221,350.817985,376.534785,440.339659,417.486779,479.39684,308.99,514.99,415,522.01,NaN,NaN,435,530.01,181,504.98
359.101925,350.817985,375.384214,441.095795,417.260954,479.969747,309,515.02,415.01,522,NaN,NaN,435,529.5,181.01,505.01
358.344395,350.385868,373.97796,442.23,417.083978,480.644206,309,515.02,415.01,522.01,NaN,NaN,435.01,530.01,181.01,506.04
354.88242,349.885868,373.083071,443.364205,417.172466,480.731435,308.99,515.01,415.01,522.5,NaN,NaN,435.01,529.5,181,506.04
345.573278,346.57237,372.955229,443.868296,416.760954,481.144206,308.5,516.02,415.01,523.01,NaN,NaN,435,529.51,181.01,506.02
344.751651,344.917141,373.466594,443.868296,416.172466,481.644206,307.98,516.52,415,523,NaN,NaN,435,530.01,181.01,506.02
346.512778,341.192876,374.489325,444.372387,416.349442,481.556976,307.99,516.51,414.99,523,NaN,NaN,435,530.51,181,506.48
348.41403,327.209622,375.430624,444.149563,416.172466,481.295288,308,516.99,415,523.02,NaN,NaN,435.01,530,181.51,506.51
359.238428,321.281276,376.364693,443.944945,416.349442,481.208059,308.01,517,415.01,522.99,NaN,NaN,435,530.5,182.03,505.98
375.827129,315.475231,378.067969,443.298979,416.083978,481.469747,307.99,517,415.01,523,NaN,NaN,435.5,531.5,182.01,505.98
393.858789,311.961645,380.272454,442.736213,416.172466,481.556976,308.02,516.49,415,522.99,NaN,NaN,435.51,531.5,182.04,505.98
413.039334,311.643428,383.151644,441.908395,416.260954,481.295288,307.99,516,415,523.01,NaN,NaN,436,532.5,182.52,506
431.249655,312.894442,385.910869,440.016238,416.260954,481.795288,308.01,517.01,415.01,523.01,NaN,NaN,436,532.01,182.53,506.02
447.434487,313.954759,388.210363,437.769303,416.260954,481.295288,308,517.02,415,523,NaN,NaN,436.5,531.01,183.01,507.03
462.975438,319.692783,390.912304,435.540594,416.526418,481.644206,308,517.01,415.01,523.01,NaN,NaN,436.51,531.01,183.01,507.53
479.736462,326.567421,393.864935,432.970628,416.349442,481.469747,308,517.01,415.01,523.01,NaN,NaN,437.5,532,183.5,507.54
498.212022,332.354062,397.941085,429.913612,416.43793,481.556976,308.49,517.5,415.01,523,NaN,NaN,437.5,532.01,184.02,507.54
512.860741,343.151707,401.776118,427.343646,416.43793,481.905893,308.52,518,415,523,NaN,NaN,437,532,184.02,508
525.142255,351.79221,404.938158,425.671475,416.703394,481.905893,308.99,517.99,415.02,522.99,NaN,NaN,437.51,531.49,184.52,507.99
535.148193,361.680127,408.484322,424.632092,416.703394,481.818664,309.01,518.01,415,523,NaN,NaN,438.01,532,184.51,507.98
546.479695,372.393283,412.744978,423.115407,416.727119,481.7262,309,518,415.01,523,NaN,NaN,438.03,532.51,184.52,507.96
555.967967,385.096242,416.887283,422.182063,416.882313,482.032174,309.01,517.99,415.01,523,NaN,NaN,438.01,533,184.54,507.97
561.935419,394.306586,419.818517,421.213779,416.416729,481.879187,309.01,517.98,415.02,522.99,NaN,NaN,438,533.01,184.52,508.49
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
